REF_DATE,GEO,Labour force characteristics,Sex,Age group,VALUE
2018-06,Saskatchewan,Participation rate,Both sexes,15 to 24 years,64.4
2018-06,Saskatchewan,Participation rate,Both sexes,25 years and over,69.8
2018-06,Saskatchewan,Participation rate,Both sexes,25 to 54 years,88
2018-06,Saskatchewan,Participation rate,Both sexes,55 years and over,43.9
2018-06,Saskatchewan,Participation rate,Males,15 years and over,74.4
2018-06,Saskatchewan,Participation rate,Males,15 to 64 years,84
2018-06,Saskatchewan,Participation rate,Males,15 to 24 years,66.1
2018-06,Saskatchewan,Participation rate,Males,25 years and over,75.9
2018-06,Saskatchewan,Participation rate,Males,25 to 54 years,92.3
2018-06,Saskatchewan,Participation rate,Males,55 years and over,51.4
2018-06,Saskatchewan,Participation rate,Females,15 years and over,63.5
2018-06,Saskatchewan,Participation rate,Females,15 to 64 years,75.6
2018-06,Saskatchewan,Participation rate,Females,15 to 24 years,62.5
2018-06,Saskatchewan,Participation rate,Females,25 years and over,63.6
2018-06,Saskatchewan,Participation rate,Females,25 to 54 years,83.4
2018-06,Saskatchewan,Participation rate,Females,55 years and over,36.7
2018-06,Alberta,Full-time employment,Both sexes,15 years and over,1906.6
2018-06,Alberta,Full-time employment,Both sexes,15 to 64 years,1842.6
2018-06,Alberta,Full-time employment,Both sexes,15 to 24 years,157.7
2018-06,Alberta,Full-time employment,Both sexes,25 years and over,1748.9
2018-06,Alberta,Full-time employment,Both sexes,25 to 54 years,1393.3
2018-06,Alberta,Full-time employment,Both sexes,55 years and over,355.6
2018-06,Alberta,Full-time employment,Males,15 years and over,1126.2
2018-06,Alberta,Full-time employment,Males,15 to 64 years,1085.3
2018-06,Alberta,Full-time employment,Males,15 to 24 years,91.6
2018-06,Alberta,Full-time employment,Males,25 years and over,1034.6
2018-06,Alberta,Full-time employment,Males,25 to 54 years,813.9
2018-06,Alberta,Full-time employment,Females,15 years and over,780.4
2018-06,Alberta,Full-time employment,Females,15 to 64 years,757.3
2018-06,Alberta,Full-time employment,Females,15 to 24 years,66.1
2018-06,Alberta,Full-time employment,Females,25 years and over,714.3
2018-06,Alberta,Full-time employment,Females,25 to 54 years,579.4
2018-06,Alberta,Unemployment rate,Both sexes,15 years and over,6.7
2018-06,Alberta,Unemployment rate,Both sexes,15 to 64 years,6.9
2018-06,Alberta,Unemployment rate,Both sexes,15 to 24 years,12
2018-06,Alberta,Unemployment rate,Both sexes,25 years and over,5.9
2018-06,Alberta,Unemployment rate,Both sexes,25 to 54 years,5.7
2018-06,Alberta,Unemployment rate,Both sexes,55 years and over,6.4
2018-06,Alberta,Unemployment rate,Males,15 years and over,6.6
2018-06,Alberta,Unemployment rate,Males,15 to 64 years,6.8
2018-06,Alberta,Unemployment rate,Males,15 to 24 years,12.2
2018-06,Alberta,Unemployment rate,Males,25 years and over,5.7
2018-06,Alberta,Unemployment rate,Males,25 to 54 years,5.5
2018-06,Alberta,Unemployment rate,Males,55 years and over,6.4
2018-06,Alberta,Unemployment rate,Females,15 years and over,6.8
2018-06,Alberta,Unemployment rate,Females,15 to 64 years,7
2018-06,Alberta,Unemployment rate,Females,15 to 24 years,11.7
2018-06,Alberta,Unemployment rate,Females,25 years and over,6.1
2018-06,Alberta,Unemployment rate,Females,25 to 54 years,6
2018-06,Alberta,Unemployment rate,Females,55 years and over,6.4
2018-06,Alberta,Participation rate,Both sexes,15 years and over,71.8
2018-06,Alberta,Participation rate,Both sexes,15 to 64 years,81.3
2018-06,Alberta,Participation rate,Both sexes,15 to 24 years,64.3
2018-06,Alberta,Participation rate,Both sexes,25 years and over,73.1
2018-06,Alberta,Participation rate,Both sexes,25 to 54 years,88.6
2018-06,Alberta,Participation rate,Both sexes,55 years and over,45.4
2018-06,Alberta,Participation rate,Males,15 years and over,77.5
2018-06,Alberta,Participation rate,Males,15 to 64 years,86.3
2018-06,Alberta,Participation rate,Males,15 to 24 years,66.4
2018-06,Alberta,Participation rate,Males,25 years and over,79.4
2018-06,Alberta,Participation rate,Males,25 to 54 years,93.7
2018-06,Alberta,Participation rate,Males,55 years and over,52.7
2018-06,Alberta,Participation rate,Females,15 years and over,66
2018-06,Alberta,Participation rate,Females,15 to 64 years,76
2018-06,Alberta,Participation rate,Females,15 to 24 years,62.1
2018-06,Alberta,Participation rate,Females,25 years and over,66.7
2018-06,Alberta,Participation rate,Females,25 to 54 years,83.2
2018-06,Alberta,Participation rate,Females,55 years and over,38.4
2018-06,British Columbia,Full-time employment,Both sexes,15 years and over,1949.1
2018-06,British Columbia,Full-time employment,Both sexes,15 to 64 years,1874.1
2018-06,British Columbia,Full-time employment,Both sexes,15 to 24 years,186.6
2018-06,British Columbia,Full-time employment,Both sexes,25 years and over,1762.6
2018-06,British Columbia,Full-time employment,Both sexes,25 to 54 years,1354.4
2018-06,British Columbia,Full-time employment,Both sexes,55 years and over,408.2
2018-06,British Columbia,Full-time employment,Males,15 years and over,1112.2
2018-06,British Columbia,Full-time employment,Males,15 to 64 years,1061.8
2018-06,British Columbia,Full-time employment,Males,15 to 24 years,113.1
2018-06,British Columbia,Full-time employment,Males,25 years and over,999.2
2018-06,British Columbia,Full-time employment,Males,25 to 54 years,762.5
2018-06,British Columbia,Full-time employment,Females,15 years and over,836.9
2018-06,British Columbia,Full-time employment,Females,15 to 64 years,812.3
2018-06,British Columbia,Full-time employment,Females,15 to 24 years,73.5
2018-06,British Columbia,Full-time employment,Females,25 years and over,763.4
2018-06,British Columbia,Full-time employment,Females,25 to 54 years,591.9
2018-06,British Columbia,Unemployment rate,Both sexes,15 years and over,5.2
2018-06,British Columbia,Unemployment rate,Both sexes,15 to 64 years,5.2
2018-06,British Columbia,Unemployment rate,Both sexes,15 to 24 years,9.1
2018-06,British Columbia,Unemployment rate,Both sexes,25 years and over,4.5
2018-06,British Columbia,Unemployment rate,Both sexes,25 to 54 years,4.4
2018-06,British Columbia,Unemployment rate,Both sexes,55 years and over,4.9
2018-06,British Columbia,Unemployment rate,Males,15 years and over,5.3
2018-06,British Columbia,Unemployment rate,Males,15 to 64 years,5.3
2018-06,British Columbia,Unemployment rate,Males,15 to 24 years,9.2
2018-06,British Columbia,Unemployment rate,Males,25 years and over,4.7
2018-06,British Columbia,Unemployment rate,Males,25 to 54 years,4.3
2018-06,British Columbia,Unemployment rate,Males,55 years and over,5.8
2018-06,British Columbia,Unemployment rate,Females,15 years and over,5
2018-06,British Columbia,Unemployment rate,Females,15 to 64 years,5.2
2018-06,British Columbia,Unemployment rate,Females,15 to 24 years,9.1
2018-06,British Columbia,Unemployment rate,Females,25 years and over,4.3
2018-06,British Columbia,Unemployment rate,Females,25 to 54 years,4.4
2018-06,British Columbia,Unemployment rate,Females,55 years and over,4.1
2018-06,British Columbia,Participation rate,Both sexes,15 years and over,64.4
2018-06,British Columbia,Participation rate,Both sexes,15 to 64 years,78
2018-06,British Columbia,Participation rate,Both sexes,15 to 24 years,63.6
2018-06,British Columbia,Participation rate,Both sexes,25 years and over,64.6
2018-06,British Columbia,Participation rate,Both sexes,25 to 54 years,86.2
2018-06,British Columbia,Participation rate,Both sexes,55 years and over,37.8
2018-06,British Columbia,Participation rate,Males,15 years and over,68
2018-06,British Columbia,Participation rate,Males,15 to 64 years,81.1
2018-06,British Columbia,Participation rate,Males,15 to 24 years,62.1
2018-06,British Columbia,Participation rate,Males,25 years and over,69.1
2018-06,British Columbia,Participation rate,Males,25 to 54 years,91
2018-06,British Columbia,Participation rate,Males,55 years and over,41.3
2018-06,British Columbia,Participation rate,Females,15 years and over,61
2018-06,British Columbia,Participation rate,Females,15 to 64 years,74.9
2018-06,British Columbia,Participation rate,Females,15 to 24 years,65.1
2018-06,British Columbia,Participation rate,Females,25 years and over,60.3
2018-06,British Columbia,Participation rate,Females,25 to 54 years,81.6
2018-06,British Columbia,Participation rate,Females,55 years and over,34.6
2018-07,Canada,Full-time employment,Both sexes,15 years and over,15141.6
2018-07,Canada,Full-time employment,Both sexes,15 to 64 years,14665
2018-07,Canada,Full-time employment,Both sexes,15 to 24 years,1277.5
2018-07,Canada,Full-time employment,Both sexes,25 years and over,13864.1
2018-07,Canada,Full-time employment,Both sexes,25 to 54 years,10732.7
2018-07,Canada,Full-time employment,Both sexes,55 years and over,3131.4
2018-07,Canada,Full-time employment,Males,15 years and over,8554.8
2018-07,Canada,Full-time employment,Males,15 to 64 years,8235.6
2018-07,Canada,Full-time employment,Males,15 to 24 years,750.1
2018-07,Canada,Full-time employment,Males,25 years and over,7804.6
2018-07,Canada,Full-time employment,Males,25 to 54 years,5949
2018-07,Canada,Full-time employment,Females,15 years and over,6586.8
2018-07,Canada,Full-time employment,Females,15 to 64 years,6429.4
2018-07,Canada,Full-time employment,Females,15 to 24 years,527.4
2018-07,Canada,Full-time employment,Females,25 years and over,6059.4
2018-07,Canada,Full-time employment,Females,25 to 54 years,4783.7
2018-07,Canada,Unemployment rate,Both sexes,15 years and over,5.8
2018-07,Canada,Unemployment rate,Both sexes,15 to 64 years,5.9
2018-07,Canada,Unemployment rate,Both sexes,15 to 24 years,11
2018-07,Canada,Unemployment rate,Both sexes,15 to 19 years,14.9
2018-07,Canada,Unemployment rate,Both sexes,20 to 24 years,8.8
2018-07,Canada,Unemployment rate,Both sexes,25 years and over,5
2018-07,Canada,Unemployment rate,Both sexes,25 to 54 years,4.9
2018-07,Canada,Unemployment rate,Both sexes,55 years and over,5.2
2018-07,Canada,Unemployment rate,Both sexes,55 to 64 years,5.4
2018-07,Canada,Unemployment rate,Males,15 years and over,6.2
2018-07,Canada,Unemployment rate,Males,15 to 64 years,6.3
2018-07,Canada,Unemployment rate,Males,15 to 24 years,12.5
2018-07,Canada,Unemployment rate,Males,15 to 19 years,16.6
2018-07,Canada,Unemployment rate,Males,20 to 24 years,10.4
2018-07,Canada,Unemployment rate,Males,25 years and over,5.2
2018-07,Canada,Unemployment rate,Males,25 to 54 years,5
2018-07,Canada,Unemployment rate,Males,55 years and over,5.7
2018-07,Canada,Unemployment rate,Males,55 to 64 years,5.9
2018-07,Canada,Unemployment rate,Females,15 years and over,5.4
2018-07,Canada,Unemployment rate,Females,15 to 64 years,5.5
2018-07,Canada,Unemployment rate,Females,15 to 24 years,9.3
2018-07,Canada,Unemployment rate,Females,15 to 19 years,13.2
2018-07,Canada,Unemployment rate,Females,20 to 24 years,7.1
2018-07,Canada,Unemployment rate,Females,25 years and over,4.8
2018-07,Canada,Unemployment rate,Females,25 to 54 years,4.9
2018-07,Canada,Unemployment rate,Females,55 years and over,4.4
2018-07,Canada,Unemployment rate,Females,55 to 64 years,4.7
2018-07,Canada,Participation rate,Both sexes,15 years and over,65.5
2018-07,Canada,Participation rate,Both sexes,15 to 64 years,78.5
2018-07,Canada,Participation rate,Both sexes,15 to 24 years,63.7
2018-07,Canada,Participation rate,Both sexes,15 to 19 years,49.6
2018-07,Canada,Participation rate,Both sexes,20 to 24 years,75.4
2018-07,Canada,Participation rate,Both sexes,25 years and over,65.8
2018-07,Canada,Participation rate,Both sexes,25 to 54 years,86.9
2018-07,Canada,Participation rate,Both sexes,55 years and over,37.9
2018-07,Canada,Participation rate,Both sexes,55 to 64 years,66.8
2018-07,Canada,Participation rate,Males,15 years and over,69.6
2018-07,Canada,Participation rate,Males,15 to 64 years,81.7
2018-07,Canada,Participation rate,Males,15 to 24 years,63.6
2018-07,Canada,Participation rate,Males,15 to 19 years,48.3
2018-07,Canada,Participation rate,Males,20 to 24 years,76.4
2018-07,Canada,Participation rate,Males,25 years and over,70.7
2018-07,Canada,Participation rate,Males,25 to 54 years,90.6
2018-07,Canada,Participation rate,Males,55 years and over,43.3
2018-07,Canada,Participation rate,Males,55 to 64 years,71.8
2018-07,Canada,Participation rate,Females,15 years and over,61.4
2018-07,Canada,Participation rate,Females,15 to 64 years,75.3
2018-07,Canada,Participation rate,Females,15 to 24 years,63.7
2018-07,Canada,Participation rate,Females,15 to 19 years,50.9
2018-07,Canada,Participation rate,Females,20 to 24 years,74.4
2018-07,Canada,Participation rate,Females,25 years and over,61.1
2018-07,Canada,Participation rate,Females,25 to 54 years,83.3
2018-07,Canada,Participation rate,Females,55 years and over,32.9
2018-07,Canada,Participation rate,Females,55 to 64 years,61.9
2018-07,Newfoundland and Labrador,Full-time employment,Both sexes,15 years and over,184.7
2018-07,Newfoundland and Labrador,Full-time employment,Both sexes,15 to 64 years,177.6
2018-07,Newfoundland and Labrador,Full-time employment,Both sexes,15 to 24 years,12.9
2018-07,Newfoundland and Labrador,Full-time employment,Both sexes,25 years and over,171.8
2018-07,Newfoundland and Labrador,Full-time employment,Both sexes,25 to 54 years,131.2
2018-07,Newfoundland and Labrador,Full-time employment,Both sexes,55 years and over,40.7
2018-07,Newfoundland and Labrador,Full-time employment,Males,15 years and over,99.7
2018-07,Newfoundland and Labrador,Full-time employment,Males,15 to 64 years,95.8
2018-07,Newfoundland and Labrador,Full-time employment,Males,15 to 24 years,8.1
2018-07,Newfoundland and Labrador,Full-time employment,Males,25 years and over,91.6
2018-07,Newfoundland and Labrador,Full-time employment,Males,25 to 54 years,68.2
2018-07,Newfoundland and Labrador,Full-time employment,Females,15 years and over,85
2018-07,Newfoundland and Labrador,Full-time employment,Females,15 to 64 years,81.7
2018-07,Newfoundland and Labrador,Full-time employment,Females,15 to 24 years,4.8
2018-07,Newfoundland and Labrador,Full-time employment,Females,25 years and over,80.2
2018-07,Newfoundland and Labrador,Full-time employment,Females,25 to 54 years,62.9
2018-07,Newfoundland and Labrador,Unemployment rate,Both sexes,15 years and over,14.6
2018-07,Newfoundland and Labrador,Unemployment rate,Both sexes,15 to 64 years,14.4
2018-07,Newfoundland and Labrador,Unemployment rate,Both sexes,15 to 24 years,17.9
2018-07,Newfoundland and Labrador,Unemployment rate,Both sexes,25 years and over,14.2
2018-07,Newfoundland and Labrador,Unemployment rate,Both sexes,25 to 54 years,13.4
2018-07,Newfoundland and Labrador,Unemployment rate,Both sexes,55 years and over,16.1
2018-07,Newfoundland and Labrador,Unemployment rate,Males,15 years and over,17.1
2018-07,Newfoundland and Labrador,Unemployment rate,Males,15 to 64 years,16.9
2018-07,Newfoundland and Labrador,Unemployment rate,Males,15 to 24 years,21.8
2018-07,Newfoundland and Labrador,Unemployment rate,Males,25 years and over,16.4
2018-07,Newfoundland and Labrador,Unemployment rate,Males,25 to 54 years,14.8
2018-07,Newfoundland and Labrador,Unemployment rate,Males,55 years and over,20.2
2018-07,Newfoundland and Labrador,Unemployment rate,Females,15 years and over,11.9
2018-07,Newfoundland and Labrador,Unemployment rate,Females,15 to 64 years,11.8
2018-07,Newfoundland and Labrador,Unemployment rate,Females,15 to 24 years,12.9
2018-07,Newfoundland and Labrador,Unemployment rate,Females,25 years and over,11.8
2018-07,Newfoundland and Labrador,Unemployment rate,Females,25 to 54 years,12
2018-07,Newfoundland and Labrador,Unemployment rate,Females,55 years and over,10.7
2018-07,Newfoundland and Labrador,Participation rate,Both sexes,15 years and over,59.7
2018-07,Newfoundland and Labrador,Participation rate,Both sexes,15 to 64 years,74.2
2018-07,Newfoundland and Labrador,Participation rate,Both sexes,15 to 24 years,59.9
2018-07,Newfoundland and Labrador,Participation rate,Both sexes,25 years and over,59.7
2018-07,Newfoundland and Labrador,Participation rate,Both sexes,25 to 54 years,84.8
2018-07,Newfoundland and Labrador,Participation rate,Both sexes,55 years and over,32.6
2018-07,Newfoundland and Labrador,Participation rate,Males,15 years and over,63.2
2018-07,Newfoundland and Labrador,Participation rate,Males,15 to 64 years,77.4
2018-07,Newfoundland and Labrador,Participation rate,Males,15 to 24 years,61.2
2018-07,Newfoundland and Labrador,Participation rate,Males,25 years and over,63.5
2018-07,Newfoundland and Labrador,Participation rate,Males,25 to 54 years,86.8
2018-07,Newfoundland and Labrador,Participation rate,Males,55 years and over,37.8
2018-07,Newfoundland and Labrador,Participation rate,Females,15 years and over,56.3
2018-07,Newfoundland and Labrador,Participation rate,Females,15 to 64 years,71.1
2018-07,Newfoundland and Labrador,Participation rate,Females,15 to 24 years,58.9
2018-07,Newfoundland and Labrador,Participation rate,Females,25 years and over,56
2018-07,Newfoundland and Labrador,Participation rate,Females,25 to 54 years,82.8
2018-07,Newfoundland and Labrador,Participation rate,Females,55 years and over,27.8
2018-07,Prince Edward Island,Full-time employment,Both sexes,15 years and over,64
2018-07,Prince Edward Island,Full-time employment,Both sexes,15 to 64 years,60.8
2018-07,Prince Edward Island,Full-time employment,Both sexes,15 to 24 years,6.3
2018-07,Prince Edward Island,Full-time employment,Both sexes,25 years and over,57.6
2018-07,Prince Edward Island,Full-time employment,Both sexes,25 to 54 years,42.1
2018-07,Prince Edward Island,Full-time employment,Both sexes,55 years and over,15.6
2018-07,Prince Edward Island,Full-time employment,Males,15 years and over,34.6
2018-07,Prince Edward Island,Full-time employment,Males,15 to 64 years,32.3
2018-07,Prince Edward Island,Full-time employment,Males,15 to 24 years,3.5
2018-07,Prince Edward Island,Full-time employment,Males,25 years and over,31.1
2018-07,Prince Edward Island,Full-time employment,Males,25 to 54 years,22.5
2018-07,Prince Edward Island,Full-time employment,Females,15 years and over,29.4
2018-07,Prince Edward Island,Full-time employment,Females,15 to 64 years,28.5
2018-07,Prince Edward Island,Full-time employment,Females,15 to 24 years,2.8
2018-07,Prince Edward Island,Full-time employment,Females,25 years and over,26.6
2018-07,Prince Edward Island,Full-time employment,Females,25 to 54 years,19.6
2018-07,Prince Edward Island,Unemployment rate,Both sexes,15 years and over,9.5
2018-07,Prince Edward Island,Unemployment rate,Both sexes,15 to 64 years,9.4
2018-07,Prince Edward Island,Unemployment rate,Both sexes,15 to 24 years,15.7
2018-07,Prince Edward Island,Unemployment rate,Both sexes,25 years and over,8.4
2018-07,Prince Edward Island,Unemployment rate,Both sexes,25 to 54 years,8
2018-07,Prince Edward Island,Unemployment rate,Both sexes,55 years and over,10
2018-07,Prince Edward Island,Unemployment rate,Males,15 years and over,11.5
2018-07,Prince Edward Island,Unemployment rate,Males,15 to 64 years,11.4
2018-07,Prince Edward Island,Unemployment rate,Males,15 to 24 years,18.2
2018-07,Prince Edward Island,Unemployment rate,Males,25 years and over,10.3
2018-07,Prince Edward Island,Unemployment rate,Males,25 to 54 years,9.3
2018-07,Prince Edward Island,Unemployment rate,Males,55 years and over,12.3
2018-07,Prince Edward Island,Unemployment rate,Females,15 years and over,7.4
2018-07,Prince Edward Island,Unemployment rate,Females,15 to 64 years,7.3
2018-07,Prince Edward Island,Unemployment rate,Females,15 to 24 years,13.1
2018-07,Prince Edward Island,Unemployment rate,Females,25 years and over,6.4
2018-07,Prince Edward Island,Unemployment rate,Females,25 to 54 years,6.1
2018-07,Prince Edward Island,Unemployment rate,Females,55 years and over,6.2
2018-07,Prince Edward Island,Participation rate,Both sexes,15 years and over,66.9
2018-07,Prince Edward Island,Participation rate,Both sexes,15 to 64 years,81.1
2018-07,Prince Edward Island,Participation rate,Both sexes,15 to 24 years,70.6
2018-07,Prince Edward Island,Participation rate,Both sexes,25 years and over,66.3
2018-07,Prince Edward Island,Participation rate,Both sexes,25 to 54 years,88.7
2018-07,Prince Edward Island,Participation rate,Both sexes,55 years and over,41.4
2018-07,Prince Edward Island,Participation rate,Males,15 years and over,71
2018-07,Prince Edward Island,Participation rate,Males,15 to 64 years,83.6
2018-07,Prince Edward Island,Participation rate,Males,15 to 24 years,68.8
2018-07,Prince Edward Island,Participation rate,Males,25 years and over,71.4
2018-07,Prince Edward Island,Participation rate,Males,25 to 54 years,92.4
2018-07,Prince Edward Island,Participation rate,Males,55 years and over,47.5
2018-07,Prince Edward Island,Participation rate,Females,15 years and over,63
2018-07,Prince Edward Island,Participation rate,Females,15 to 64 years,78.6
2018-07,Prince Edward Island,Participation rate,Females,15 to 24 years,71.8
2018-07,Prince Edward Island,Participation rate,Females,25 years and over,61.6
2018-07,Prince Edward Island,Participation rate,Females,25 to 54 years,85.1
2018-07,Prince Edward Island,Participation rate,Females,55 years and over,35.9
2018-07,Nova Scotia,Full-time employment,Both sexes,15 years and over,373.1
2018-07,Nova Scotia,Full-time employment,Both sexes,15 to 64 years,360.9
2018-07,Nova Scotia,Full-time employment,Both sexes,15 to 24 years,33.9
2018-07,Nova Scotia,Full-time employment,Both sexes,25 years and over,339.2
2018-07,Nova Scotia,Full-time employment,Both sexes,25 to 54 years,254.7
2018-07,Nova Scotia,Full-time employment,Both sexes,55 years and over,84.5
2018-07,Nova Scotia,Full-time employment,Males,15 years and over,201
2018-07,Nova Scotia,Full-time employment,Males,15 to 64 years,192.1
2018-07,Nova Scotia,Full-time employment,Males,15 to 24 years,18.2
2018-07,Nova Scotia,Full-time employment,Males,25 years and over,182.8
2018-07,Nova Scotia,Full-time employment,Males,25 to 54 years,134.2
2018-07,Nova Scotia,Full-time employment,Females,15 years and over,172
2018-07,Nova Scotia,Full-time employment,Females,15 to 64 years,168.8
2018-07,Nova Scotia,Full-time employment,Females,15 to 24 years,15.7
2018-07,Nova Scotia,Full-time employment,Females,25 years and over,156.3
2018-07,Nova Scotia,Full-time employment,Females,25 to 54 years,120.5
2018-07,Nova Scotia,Unemployment rate,Both sexes,15 years and over,7.9
2018-07,Nova Scotia,Unemployment rate,Both sexes,15 to 64 years,7.9
2018-07,Nova Scotia,Unemployment rate,Both sexes,15 to 24 years,14.3
2018-07,Nova Scotia,Unemployment rate,Both sexes,25 years and over,6.8
2018-07,Nova Scotia,Unemployment rate,Both sexes,25 to 54 years,6.7
2018-07,Nova Scotia,Unemployment rate,Both sexes,55 years and over,7
2018-07,Nova Scotia,Unemployment rate,Males,15 years and over,9.9
2018-07,Nova Scotia,Unemployment rate,Males,15 to 64 years,9.9
2018-07,Nova Scotia,Unemployment rate,Males,15 to 24 years,16.8
2018-07,Nova Scotia,Unemployment rate,Males,25 years and over,8.7
2018-07,Nova Scotia,Unemployment rate,Males,25 to 54 years,8.5
2018-07,Nova Scotia,Unemployment rate,Males,55 years and over,9.1
2018-07,Nova Scotia,Unemployment rate,Females,15 years and over,5.8
2018-07,Nova Scotia,Unemployment rate,Females,15 to 64 years,5.7
2018-07,Nova Scotia,Unemployment rate,Females,15 to 24 years,11.4
2018-07,Nova Scotia,Unemployment rate,Females,25 years and over,4.8
2018-07,Nova Scotia,Unemployment rate,Females,25 to 54 years,5
2018-07,Nova Scotia,Unemployment rate,Females,55 years and over,4.5
2018-07,Nova Scotia,Participation rate,Both sexes,15 years and over,61.9
2018-07,Nova Scotia,Participation rate,Both sexes,15 to 64 years,77.3
2018-07,Nova Scotia,Participation rate,Both sexes,15 to 24 years,67.1
2018-07,Nova Scotia,Participation rate,Both sexes,25 years and over,61.1
2018-07,Nova Scotia,Participation rate,Both sexes,25 to 54 years,86.3
2018-07,Nova Scotia,Participation rate,Both sexes,55 years and over,34.4
2018-07,Nova Scotia,Participation rate,Males,15 years and over,66.4
2018-07,Nova Scotia,Participation rate,Males,15 to 64 years,80.6
2018-07,Nova Scotia,Participation rate,Males,15 to 24 years,68.3
2018-07,Nova Scotia,Participation rate,Males,25 years and over,66.1
2018-07,Nova Scotia,Participation rate,Males,25 to 54 years,89.6
2018-07,Nova Scotia,Participation rate,Males,55 years and over,40.3
2018-07,Nova Scotia,Participation rate,Females,15 years and over,57.8
2018-07,Nova Scotia,Participation rate,Females,15 to 64 years,74
2018-07,Nova Scotia,Participation rate,Females,15 to 24 years,66.1
2018-07,Nova Scotia,Participation rate,Females,25 years and over,56.5
2018-07,Nova Scotia,Participation rate,Females,25 to 54 years,83.1
2018-07,Nova Scotia,Participation rate,Females,55 years and over,29.1
2018-07,New Brunswick,Full-time employment,Both sexes,15 years and over,302.8
2018-07,New Brunswick,Full-time employment,Both sexes,15 to 64 years,294.1
2018-07,New Brunswick,Full-time employment,Both sexes,15 to 24 years,28
2018-07,New Brunswick,Full-time employment,Both sexes,25 years and over,274.8
2018-07,New Brunswick,Full-time employment,Both sexes,25 to 54 years,208
2018-07,New Brunswick,Full-time employment,Both sexes,55 years and over,66.8
2018-07,New Brunswick,Full-time employment,Males,15 years and over,164.5
2018-07,New Brunswick,Full-time employment,Males,15 to 64 years,159.3
2018-07,New Brunswick,Full-time employment,Males,15 to 24 years,16.2
2018-07,New Brunswick,Full-time employment,Males,25 years and over,148.4
2018-07,New Brunswick,Full-time employment,Males,25 to 54 years,109.5
2018-07,New Brunswick,Full-time employment,Females,15 years and over,138.3
2018-07,New Brunswick,Full-time employment,Females,15 to 64 years,134.8
2018-07,New Brunswick,Full-time employment,Females,15 to 24 years,11.9
2018-07,New Brunswick,Full-time employment,Females,25 years and over,126.5
2018-07,New Brunswick,Full-time employment,Females,25 to 54 years,98.5
2018-07,New Brunswick,Unemployment rate,Both sexes,15 years and over,7.7
2018-07,New Brunswick,Unemployment rate,Both sexes,15 to 64 years,7.7
2018-07,New Brunswick,Unemployment rate,Both sexes,15 to 24 years,12.7
2018-07,New Brunswick,Unemployment rate,Both sexes,25 years and over,6.8
2018-07,New Brunswick,Unemployment rate,Both sexes,25 to 54 years,6.5
2018-07,New Brunswick,Unemployment rate,Both sexes,55 years and over,7.6
2018-07,New Brunswick,Unemployment rate,Males,15 years and over,9.3
2018-07,New Brunswick,Unemployment rate,Males,15 to 64 years,9.2
2018-07,New Brunswick,Unemployment rate,Males,15 to 24 years,16.4
2018-07,New Brunswick,Unemployment rate,Males,25 years and over,8.1
2018-07,New Brunswick,Unemployment rate,Males,25 to 54 years,7.6
2018-07,New Brunswick,Unemployment rate,Males,55 years and over,9.2
2018-07,New Brunswick,Unemployment rate,Females,15 years and over,5.9
2018-07,New Brunswick,Unemployment rate,Females,15 to 64 years,6.1
2018-07,New Brunswick,Unemployment rate,Females,15 to 24 years,8.6
2018-07,New Brunswick,Unemployment rate,Females,25 years and over,5.5
2018-07,New Brunswick,Unemployment rate,Females,25 to 54 years,5.4
2018-07,New Brunswick,Unemployment rate,Females,55 years and over,5.7
2018-07,New Brunswick,Participation rate,Both sexes,15 years and over,61.1
2018-07,New Brunswick,Participation rate,Both sexes,15 to 64 years,77
2018-07,New Brunswick,Participation rate,Both sexes,15 to 24 years,66.3
2018-07,New Brunswick,Participation rate,Both sexes,25 years and over,60.3
2018-07,New Brunswick,Participation rate,Both sexes,25 to 54 years,86.4
2018-07,New Brunswick,Participation rate,Both sexes,55 years and over,33.4
2018-07,New Brunswick,Participation rate,Males,15 years and over,64.7
2018-07,New Brunswick,Participation rate,Males,15 to 64 years,80.1
2018-07,New Brunswick,Participation rate,Males,15 to 24 years,66.8
2018-07,New Brunswick,Participation rate,Males,25 years and over,64.4
2018-07,New Brunswick,Participation rate,Males,25 to 54 years,89
2018-07,New Brunswick,Participation rate,Males,55 years and over,38.2
2018-07,New Brunswick,Participation rate,Females,15 years and over,57.7
2018-07,New Brunswick,Participation rate,Females,15 to 64 years,73.9
2018-07,New Brunswick,Participation rate,Females,15 to 24 years,66.1
2018-07,New Brunswick,Participation rate,Females,25 years and over,56.5
2018-07,New Brunswick,Participation rate,Females,25 to 54 years,83.8
2018-07,New Brunswick,Participation rate,Females,55 years and over,29
2018-07,Quebec,Full-time employment,Both sexes,15 years and over,3440.2
2018-07,Quebec,Full-time employment,Both sexes,15 to 64 years,3352.8
2018-07,Quebec,Full-time employment,Both sexes,15 to 24 years,255.6
2018-07,Quebec,Full-time employment,Both sexes,25 years and over,3184.6
2018-07,Quebec,Full-time employment,Both sexes,25 to 54 years,2489
2018-07,Quebec,Full-time employment,Both sexes,55 years and over,695.6
2018-07,Quebec,Full-time employment,Males,15 years and over,1939.7
2018-07,Quebec,Full-time employment,Males,15 to 64 years,1876
2018-07,Quebec,Full-time employment,Males,15 to 24 years,151
2018-07,Quebec,Full-time employment,Males,25 years and over,1788.7
2018-07,Quebec,Full-time employment,Males,25 to 54 years,1361.1
